Program,Year,Period,Commodity,Data Item,Domain,Value,CV (%)
SURVEY,1927,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"356,000",
SURVEY,1927,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"2,960,000",
SURVEY,1927,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"169,312,000",
SURVEY,1927,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,57.2,
SURVEY,1927,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"53,000",
SURVEY,1927,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.7,
SURVEY,1927,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,6.6,
SURVEY,1927,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,6.9,
SURVEY,1927,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,6.2,
SURVEY,1927,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,6.5,
SURVEY,1927,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,6.7,
SURVEY,1927,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,6.8,
SURVEY,1927,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,6.4,
SURVEY,1926,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,6,
SURVEY,1926,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.7,
SURVEY,1926,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.6,
SURVEY,1926,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.5,
SURVEY,1926,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"93,000",
SURVEY,1926,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"97,000",
SURVEY,1926,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"2,015,000",
SURVEY,1926,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"20,000",
SURVEY,1926,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,995,000",
SURVEY,1926,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"366,000",
SURVEY,1926,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"12,000",
SURVEY,1926,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"365,000",
SURVEY,1926,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"3,005,000",
SURVEY,1926,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"159,866,000",
SURVEY,1926,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,53.2,
SURVEY,1926,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"57,000",
SURVEY,1926,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.4,
SURVEY,1926,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.6,
SURVEY,1926,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,6.2,
SURVEY,1926,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.6,
SURVEY,1926,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,6.1,
SURVEY,1926,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.6,
SURVEY,1926,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.6,
SURVEY,1926,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.9,
SURVEY,1925,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.3,
SURVEY,1925,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.5,
SURVEY,1925,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.3,
SURVEY,1925,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.5,
SURVEY,1925,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"96,000",
SURVEY,1925,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"94,000",
SURVEY,1925,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"2,039,000",
SURVEY,1925,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"24,000",
SURVEY,1925,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"2,015,000",
SURVEY,1925,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"376,000",
SURVEY,1925,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"14,000",
SURVEY,1925,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"364,000",
SURVEY,1925,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"3,035,000",
SURVEY,1925,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"129,291,000",
SURVEY,1925,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,42.6,
SURVEY,1925,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"52,000",
SURVEY,1925,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.7,
SURVEY,1925,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.7,
SURVEY,1925,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.6,
SURVEY,1925,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.9,
SURVEY,1925,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.3,
SURVEY,1925,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.2,
SURVEY,1925,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.2,
SURVEY,1925,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5,
SURVEY,1924,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.8,
SURVEY,1924,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.9,
SURVEY,1924,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.2,
SURVEY,1924,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.7,
SURVEY,1924,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"95,000",
SURVEY,1924,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"77,000",
SURVEY,1924,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"2,011,000",
SURVEY,1924,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"30,000",
SURVEY,1924,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,981,000",
SURVEY,1924,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"383,000",
SURVEY,1924,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"17,000",
SURVEY,1924,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"363,000",
SURVEY,1924,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"3,039,000",
SURVEY,1924,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"134,932,000",
SURVEY,1924,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,44.4,
SURVEY,1924,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"93,000",
SURVEY,1924,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.4,
SURVEY,1924,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.9,
SURVEY,1924,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.8,
SURVEY,1924,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.6,
SURVEY,1924,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.8,
SURVEY,1924,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.6,
SURVEY,1924,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.6,
SURVEY,1924,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.8,
SURVEY,1923,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5,
SURVEY,1923,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.6,
SURVEY,1923,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4,
SURVEY,1923,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.3,
SURVEY,1923,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"93,000",
SURVEY,1923,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"65,000",
SURVEY,1923,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"1,954,000",
SURVEY,1923,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"33,000",
SURVEY,1923,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,921,000",
SURVEY,1923,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"381,000",
SURVEY,1923,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"20,000",
SURVEY,1923,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"371,000",
SURVEY,1923,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"2,979,000",
SURVEY,1923,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"127,799,000",
SURVEY,1923,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,42.9,
SURVEY,1923,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"95,000",
SURVEY,1923,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.3,
SURVEY,1923,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.9,
SURVEY,1923,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.7,
SURVEY,1923,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.8,
SURVEY,1923,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5,
SURVEY,1923,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.2,
SURVEY,1923,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.6,
SURVEY,1923,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.5,
SURVEY,1922,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.5,
SURVEY,1922,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.5,
SURVEY,1922,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.5,
SURVEY,1922,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.3,
SURVEY,1922,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"91,000",
SURVEY,1922,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"181,000",
SURVEY,1922,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"1,917,000",
SURVEY,1922,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"35,000",
SURVEY,1922,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,882,000",
SURVEY,1922,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"390,000",
SURVEY,1922,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"24,000",
SURVEY,1922,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"337,000",
SURVEY,1922,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"3,040,000",
SURVEY,1922,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"115,824,000",
SURVEY,1922,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,38.1,
SURVEY,1922,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"100,000",
SURVEY,1922,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,3.9,
SURVEY,1922,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5,
SURVEY,1922,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.1,
SURVEY,1922,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.6,
SURVEY,1922,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.7,
SURVEY,1922,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.3,
SURVEY,1922,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.6,
SURVEY,1922,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.5,
SURVEY,1921,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5,
SURVEY,1921,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.3,
SURVEY,1921,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,3.7,
SURVEY,1921,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.2,
SURVEY,1921,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"88,000",
SURVEY,1921,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"256,000",
SURVEY,1921,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"1,895,000",
SURVEY,1921,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"37,000",
SURVEY,1921,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,858,000",
SURVEY,1921,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"354,000",
SURVEY,1921,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"26,000",
SURVEY,1921,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"370,000",
SURVEY,1921,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"3,091,000",
SURVEY,1921,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"147,132,000",
SURVEY,1921,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,47.6,
SURVEY,1921,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"102,000",
SURVEY,1921,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.5,
SURVEY,1921,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.5,
SURVEY,1921,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.6,
SURVEY,1921,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.6,
SURVEY,1921,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4.9,
SURVEY,1921,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,3.8,
SURVEY,1921,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,3.8,
SURVEY,1921,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,4,
SURVEY,1920,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.3,
SURVEY,1920,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.2,
SURVEY,1920,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,5.7,
SURVEY,1920,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.5,
SURVEY,1920,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"86,000",
SURVEY,1920,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"186,000",
SURVEY,1920,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"1,869,000",
SURVEY,1920,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"37,000",
SURVEY,1920,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,832,000",
SURVEY,1920,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"388,000",
SURVEY,1920,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"25,000",
SURVEY,1920,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"392,000",
SURVEY,1920,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"3,051,000",
SURVEY,1920,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"216,621,000",
SURVEY,1920,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,71,
SURVEY,1920,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"105,000",
SURVEY,1920,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.5,
SURVEY,1920,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.3,
SURVEY,1920,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.7,
SURVEY,1920,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.6,
SURVEY,1920,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.6,
SURVEY,1920,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,6.2,
SURVEY,1920,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,6.9,
SURVEY,1920,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,7.4,
SURVEY,1919,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,9.9,
SURVEY,1919,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,9.6,
SURVEY,1919,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.2,
SURVEY,1919,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.3,
SURVEY,1919,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,792,000",
SURVEY,1919,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"2,940,000",
SURVEY,1919,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"189,420,000",
SURVEY,1919,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,64.4,
SURVEY,1919,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.6,
SURVEY,1919,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,10,
SURVEY,1919,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,9.9,
SURVEY,1919,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.8,
SURVEY,1919,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,10.2,
SURVEY,1919,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,7.8,
SURVEY,1919,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.4,
SURVEY,1919,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.5,
SURVEY,1918,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,9,
SURVEY,1918,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,9.2,
SURVEY,1918,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,8.5,
SURVEY,1918,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,7.8,
